C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_20_932.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_20_932.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_20_932.jpg, 0, 0, 0, 8.225809E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_034.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_034.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_034.jpg, 0, 0, 0, 7.827122E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_137.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_137.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_137.jpg, 0, 0, 0, 7.831128E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_239.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_239.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_239.jpg, 0, 0, 0, 7.822258E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_342.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_342.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_342.jpg, 0, 0, 0, 7.828634E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_446.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_446.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_446.jpg, 0, 0, 0, 7.899515E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_550.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_550.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_550.jpg, 0, 0, 0, 7.828027E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_656.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_656.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_656.jpg, 0, 0, 0, 7.955146E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_758.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_758.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_758.jpg, 0, 0, 0, 7.801403E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_862.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_862.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_862.jpg, 0, 0, 0, 7.773507E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_21_964.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_21_964.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_21_964.jpg, 0, 0, 0, 7.86017E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_066.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_066.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_066.jpg, 0, 0, 0, 7.771568E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_169.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_169.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_169.jpg, 0, 0, 0, 7.873007E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_274.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_274.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_274.jpg, 0, 0, 0, 7.856265E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_377.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_377.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_377.jpg, 0, 0, 0, 7.762848E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_478.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_478.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_478.jpg, 0, 0, 0, 7.839358E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_581.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_581.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_581.jpg, 0, 0, 0, 7.83377E-05
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_686.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_686.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_686.jpg, 0, 0.3130961, 0, 0.2128852
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_787.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_787.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_787.jpg, 0, 0.6171383, 0, 0.7982127
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_894.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_894.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_894.jpg, 0, 0.9162244, 0, 1.734217
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_22_998.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_22_998.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_22_998.jpg, 0, 1, 0, 2.863564
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_100.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_100.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_100.jpg, 0, 1, 0, 4.040139
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_202.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_202.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_202.jpg, 0, 1, 0, 5.437367
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_308.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_308.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_308.jpg, 0, 1, 0, 6.589189
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_410.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_410.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_410.jpg, -0.03613862, 1, 0, 7.729593
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_515.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_515.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_515.jpg, -0.3317516, 1, 0, 8.82998
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_618.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_618.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_618.jpg, -0.333018, 0.8827487, 0, 9.873998
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_725.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_725.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_725.jpg, 0, 0.5144608, 0, 10.73002
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_829.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_829.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_829.jpg, 0, 0.2183529, 0, 11.05108
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_23_931.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_23_931.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_23_931.jpg, 0, 0.0316023, 0, 11.02475
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_036.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_036.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_036.jpg, 0, 0.3456422, 0, 11.1614
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_144.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_144.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_144.jpg, 0, 0.7018417, 0, 11.72926
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_245.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_245.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_245.jpg, -0.3014208, 1, 0, 12.4389
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_346.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_346.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_346.jpg, -0.558842, 1, 0, 13.57416
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_450.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_450.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_450.jpg, -0.2491302, 1, 0, 14.76094
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_553.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_553.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_553.jpg, -0.03500368, 1, 0, 15.72878
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_660.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_660.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_660.jpg, 0, 1, 0, 16.90685
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_761.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_761.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_761.jpg, 0, 1, 0, 18.15929
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_863.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_863.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_863.jpg, -0.1491505, 1, 0, 19.03326
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_24_966.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_24_966.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_24_966.jpg, -0.4581813, 0.930677, 0, 20.07967
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_070.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_070.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_070.jpg, -0.3501904, 1, 0, 20.79121
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_175.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_175.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_175.jpg, -0.05195766, 1, 0, 21.86905
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_281.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_281.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_281.jpg, -0.2282646, 1, 0, 23.02354
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_387.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_387.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_387.jpg, -0.3727867, 0.8015901, 0, 23.82354
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_490.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_490.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_490.jpg, -0.06678349, 0.4955869, 0, 24.3767
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_593.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_593.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_593.jpg, 0, 0.1873224, 0, 24.52669
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_698.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_698.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_698.jpg, 0, 0, 0, 24.34644
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_801.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_801.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_801.jpg, 0, 0.1497342, 0, 24.10098
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_25_903.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_25_903.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_25_903.jpg, 0, 0.4540802, 0, 24.22056
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_004.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_004.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_004.jpg, -0.3039791, 0.7580593, 0, 24.66361
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_108.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_108.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_108.jpg, -0.5958238, 1, 0, 25.3048
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_210.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_210.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_210.jpg, -0.3273553, 0.9162455, 0, 26.18696
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_312.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_312.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_312.jpg, -0.02498046, 0.8415943, 0, 26.89431
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_413.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_413.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_413.jpg, 0, 1, 0, 27.76439
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_515.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_515.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_515.jpg, 0, 0.7377812, 0, 28.54719
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_617.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_617.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_617.jpg, 0, 0.428619, 0, 28.96411
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_724.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_724.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_724.jpg, 0, 0.0684616, 0, 28.97817
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_826.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_826.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_826.jpg, 0, 0, 0, 28.69728
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_26_934.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_26_934.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_26_934.jpg, 0, 0.135388, 0, 28.43552
C:\Users\Admin\Desktop\Data\IMG\center_2019_04_17_18_02_27_039.jpg, C:\Users\Admin\Desktop\Data\IMG\left_2019_04_17_18_02_27_039.jpg, C:\Users\Admin\Desktop\Data\IMG\right_2019_04_17_18_02_27_039.jpg, 0, 0.4329841, 0, 28.47841
